"Date","Price","Open","High","Low","Vol.","Change %"
"05/11/2023","575.40","523.10","575.40","523.10","2.69M","10.00%"
"05/10/2023","523.10","530.00","532.50","519.20","951.66K","-0.97%"
"05/09/2023","528.20","530.00","542.20","525.40","1.44M","-0.34%"
"05/08/2023","530.00","519.90","530.30","513.80","1.16M","2.59%"
"05/05/2023","516.60","528.50","529.40","515.90","925.90K","-2.14%"
"05/04/2023","527.90","527.00","539.90","520.10","1.20M","-0.21%"
"05/03/2023","529.00","527.00","532.00","505.60","1.88M","0.57%"
"05/02/2023","526.00","540.00","545.50","524.40","1.75M","-2.12%"
"04/28/2023","537.40","556.00","560.20","531.50","2.15M","-6.21%"
"04/27/2023","573.00","558.60","574.80","558.00","1.68M","2.58%"
"04/26/2023","558.60","567.20","567.90","554.10","1.38M","-1.41%"
"04/25/2023","566.60","583.10","585.00","565.30","1.78M","-2.48%"
"04/24/2023","581.00","585.20","590.80","578.30","2.37M","-0.34%"
"04/20/2023","583.00","588.50","588.50","577.60","615.09K","-0.93%"
