"Date","Price","Open","High","Low","Vol.","Change %"
"06/02/2021","1,251.62","1,242.55","1,255.51","1,241.82","1.94B","-0.08%"
"06/01/2021","1,252.65","1,243.56","1,253.33","1,242.46","1.85B","1.01%"
"05/31/2021","1,240.11","1,240.15","1,245.27","1,233.94","1.83B","-0.02%"
"05/28/2021","1,240.38","1,229.48","1,240.75","1,221.43","1.88B","0.90%"
"05/27/2021","1,229.31","1,242.40","1,244.17","1,228.06","2.30B","-1.08%"
"05/26/2021","1,242.76","1,228.49","1,242.77","1,213.13","2.39B","2.08%"
"05/25/2021","1,217.48","1,264.44","1,264.46","1,217.48","2.95B","-3.31%"
"05/24/2021","1,259.10","1,258.35","1,263.86","1,249.20","1.76B","0.20%"
"05/21/2021","1,256.57","1,261.00","1,266.72","1,254.43","1.71B","0.15%"
"05/20/2021","1,254.71","1,256.57","1,259.37","1,245.55","2.06B","-0.86%"
"05/18/2021","1,265.65","1,265.94","1,270.48","1,265.65","1.88B","0.54%"
"05/17/2021","1,258.84","1,253.28","1,260.25","1,251.10","1.70B","0.93%"
"05/12/2021","1,247.30","1,247.79","1,251.37","1,244.34","680.03M","-0.35%"
"05/11/2021","1,251.63","1,253.19","1,260.65","1,246.46","2.06B","-1.12%"
"05/10/2021","1,265.79","1,255.22","1,266.72","1,253.30","2.19B","1.48%"
"05/07/2021","1,247.31","1,240.63","1,250.72","1,231.48","3.65B","1.04%"
"05/06/2021","1,234.52","1,226.16","1,239.51","1,226.16","2.03B","0.84%"
"05/05/2021","1,224.21","1,226.77","1,228.93","1,216.19","1.50B","0.12%"
"05/04/2021","1,222.78","1,229.22","1,232.99","1,218.77","1.94B","-0.30%"
"05/03/2021","1,226.50","1,208.25","1,226.50","1,208.25","1.64B","1.73%"
"04/30/2021","1,205.62","1,209.87","1,215.25","1,205.62","1.59B","-0.56%"
"04/29/2021","1,212.45","1,204.08","1,216.78","1,204.08","1.32B","1.05%"
"04/28/2021","1,199.89","1,206.90","1,209.15","1,196.48","1.43B","-0.67%"
"04/27/2021","1,208.02","1,201.75","1,213.82","1,201.75","1.61B","1.19%"
"04/26/2021","1,193.86","1,168.04","1,193.86","1,168.04","1.68B","2.11%"
"04/22/2021","1,169.15","1,142.50","1,169.91","1,140.35","1.76B","1.14%"
"04/21/2021","1,155.98","1,180.63","1,181.96","1,137.54","1.97B","-2.16%"
"04/20/2021","1,181.48","1,191.19","1,200.12","1,178.86","2.25B","-0.89%"
"04/19/2021","1,192.12","1,218.88","1,223.28","1,192.12","2.11B","-2.08%"
"04/16/2021","1,217.40","1,215.16","1,222.54","1,212.46","1.98B","-0.17%"
"04/15/2021","1,219.53","1,217.31","1,228.75","1,211.83","3.67B","0.19%"
"04/14/2021","1,217.19","1,196.59","1,217.19","1,196.59","2.24B","2.16%"
"04/13/2021","1,191.47","1,190.96","1,198.73","1,169.92","2.49B","0.41%"
"04/12/2021","1,186.60","1,200.70","1,205.73","1,186.60","1.86B","-1.25%"
"04/09/2021","1,201.66","1,218.72","1,219.89","1,185.88","2.46B","-1.61%"
"04/08/2021","1,221.36","1,226.09","1,232.99","1,220.15","1.75B","-0.10%"
"04/07/2021","1,222.63","1,223.42","1,225.36","1,208.20","2.47B","-0.05%"
"04/06/2021","1,223.20","1,240.62","1,243.13","1,221.99","2.29B","-1.42%"
"04/05/2021","1,240.85","1,230.89","1,241.54","1,230.55","2.19B","0.66%"
"04/02/2021","1,232.76","1,238.46","1,241.52","1,228.14","1.84B","0.07%"
"04/01/2021","1,231.86","1,207.32","1,231.86","1,207.32","2.84B","2.50%"
"03/31/2021","1,201.83","1,205.13","1,210.95","1,199.34","2.09B","-0.21%"
"03/30/2021","1,204.31","1,204.05","1,209.31","1,184.29","3.04B","0.01%"
"03/29/2021","1,204.13","1,197.40","1,209.72","1,194.96","2.39B","0.80%"
"03/26/2021","1,194.57","1,216.09","1,217.96","1,174.85","2.65B","-0.76%"
"03/25/2021","1,203.72","1,221.77","1,235.43","1,203.33","3.02B","-1.24%"
"03/24/2021","1,218.86","1,187.63","1,225.53","1,182.73","3.69B","2.44%"
"03/23/2021","1,189.87","1,128.48","1,208.56","1,088.37","5.24B","-0.41%"
"03/22/2021","1,194.75","1,238.91","1,242.49","1,194.36","1.76B","-9.84%"
"03/19/2021","1,325.14","1,348.38","1,349.85","1,314.24","2.82B","-1.85%"
"03/18/2021","1,350.09","1,356.04","1,367.88","1,348.09","3.24B","-0.27%"
"03/17/2021","1,353.75","1,364.83","1,376.95","1,353.71","2.47B","-0.80%"
"03/16/2021","1,364.73","1,360.36","1,368.13","1,358.19","1.79B","0.61%"
"03/15/2021","1,356.46","1,362.43","1,365.50","1,354.73","1.74B","-0.52%"
"03/12/2021","1,363.50","1,363.36","1,368.16","1,356.85","2.22B","0.07%"
"03/11/2021","1,362.58","1,379.61","1,383.09","1,358.76","2.69B","-0.70%"
"03/10/2021","1,372.24","1,360.08","1,372.39","1,360.08","2.55B","1.02%"
"03/09/2021","1,358.38","1,350.08","1,362.00","1,344.37","2.53B","1.35%"
"03/08/2021","1,340.26","1,358.09","1,361.02","1,337.83","3.15B","-0.94%"
"03/05/2021","1,353.03","1,343.22","1,356.05","1,337.87","2.97B","0.37%"
"03/04/2021","1,348.00","1,334.22","1,351.58","1,332.54","2.87B","0.73%"
"03/03/2021","1,338.18","1,346.32","1,359.58","1,335.64","3.66B","0.01%"
"03/02/2021","1,338.03","1,331.82","1,343.41","1,324.28","4.27B","0.30%"
"03/01/2021","1,334.09","1,307.05","1,334.09","1,305.72","2.90B","3.43%"
"02/26/2021","1,289.84","1,281.63","1,296.33","1,269.38","3.43B","-1.15%"
"02/25/2021","1,304.87","1,317.45","1,320.63","1,282.03","4.05B","0.70%"
"02/24/2021","1,295.86","1,310.89","1,328.74","1,295.86","3.90B","-1.85%"
"02/23/2021","1,320.22","1,345.70","1,347.11","1,317.05","4.61B","-1.53%"
"02/22/2021","1,340.70","1,359.88","1,360.31","1,338.76","3.58B","-1.17%"
"02/19/2021","1,356.51","1,348.15","1,361.73","1,344.72","3.61B","0.76%"
"02/18/2021","1,346.25","1,352.82","1,363.58","1,345.59","4.15B","-0.02%"
"02/17/2021","1,346.46","1,357.20","1,359.59","1,337.41","4.39B","-0.29%"
"02/16/2021","1,350.33","1,375.93","1,381.48","1,334.40","5.05B","-1.42%"
"02/15/2021","1,369.83","1,359.14","1,373.13","1,355.72","2.34B","1.59%"
"02/12/2021","1,348.33","1,352.73","1,357.73","1,339.37","2.50B","-0.60%"
"02/11/2021","1,356.43","1,360.99","1,366.38","1,354.60","2.82B","-0.33%"
"02/10/2021","1,360.91","1,365.73","1,368.71","1,350.49","3.16B","0.23%"
"02/09/2021","1,357.81","1,349.19","1,364.00","1,347.04","4.58B","0.83%"
"02/08/2021","1,346.62","1,351.10","1,352.48","1,333.05","5.62B","0.48%"
"02/05/2021","1,340.24","1,355.82","1,361.05","1,340.24","3.16B","-0.53%"
"02/04/2021","1,347.38","1,349.15","1,355.09","1,344.15","3.61B","0.08%"
"02/03/2021","1,346.34","1,331.81","1,346.34","1,325.27","4.35B","1.58%"
"02/02/2021","1,325.35","1,321.33","1,330.27","1,316.29","4.11B","1.05%"
"02/01/2021","1,311.61","1,310.14","1,319.78","1,298.46","3.14B","0.86%"
"01/29/2021","1,300.47","1,304.40","1,318.56","1,297.28","4.06B","-1.65%"
"01/28/2021","1,322.24","1,284.60","1,322.24","1,271.53","5.16B","1.86%"
"01/27/2021","1,298.13","1,351.50","1,355.88","1,298.13","4.98B","-4.03%"
"01/26/2021","1,352.71","1,348.17","1,363.23","1,333.85","4.62B","-0.07%"
"01/25/2021","1,353.67","1,371.87","1,374.69","1,352.00","4.01B","-0.54%"
"01/22/2021","1,360.97","1,370.62","1,375.58","1,347.63","3.88B","-0.84%"
"01/21/2021","1,372.53","1,398.32","1,402.19","1,372.53","4.62B","-1.40%"
"01/20/2021","1,392.07","1,394.94","1,395.38","1,374.10","3.81B","0.25%"
"01/19/2021","1,388.65","1,390.78","1,399.36","1,383.72","4.13B","0.52%"
"01/18/2021","1,381.42","1,356.30","1,383.03","1,341.40","4.01B","1.81%"
