TARİH,Unnamed: 0,LEVEL1,LEVEL2,LEVEL3,DEĞER,TARIH
31.12.2022,143.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-12-31
31.12.2022,144.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-12-31
31.12.2022,145.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-12-31
31.12.2022,146.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,147.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-12-31
31.12.2022,148.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,5694857.0,2022-12-31
31.12.2022,149.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,5619141.0,2022-12-31
31.12.2022,150.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,75716.0,2022-12-31
31.12.2022,151.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,152.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-12-31
31.12.2022,153.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Finansal Yükümlülükler,,2022-12-31
31.12.2022,154.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,2022-12-31
31.12.2022,155.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finansal Teminat Sözleşmeleri,,2022-12-31
31.12.2022,156.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Muhtelif Finansal Yükümlülükler,,2022-12-31
31.12.2022,157.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ticari Borçlar,30146246.0,2022-12-31
31.12.2022,158.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Ticari Borçlar,4529401.0,2022-12-31
31.12.2022,159.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Ticari Borçlar,25616845.0,2022-12-31
31.12.2022,160.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden Borçlar,,2022-12-31
31.12.2022,161.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,2022-12-31
31.12.2022,162.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,2022-12-31
31.12.2022,163.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,1255686.0,2022-12-31
31.12.2022,164.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Borçlar,735355.0,2022-12-31
31.12.2022,165.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Borçlar,73169.0,2022-12-31
31.12.2022,166.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Borçlar,662186.0,2022-12-31
31.12.2022,167.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,2022-12-31
31.12.2022,168.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,169.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,170.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,171.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,2022-12-31
31.12.2022,172.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Türev Araçlar,122633.0,2022-12-31
31.12.2022,173.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,174.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,175.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Devlet Teşvik ve Yardımları,,2022-12-31
31.12.2022,176.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),151546.0,2022-12-31
31.12.2022,177.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,2022-12-31
31.12.2022,178.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,2022-12-31
31.12.2022,179.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Dönem Karı Vergi Yükümlülüğü,0.0,2022-12-31
31.12.2022,180.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Karşılıklar,575911.0,2022-12-31
31.12.2022,181.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli Karşılıklar,,2022-12-31
31.12.2022,182.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Sigortacılık Teknik Karşılıkları,,2022-12-31
31.12.2022,183.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Karşılıklar,575911.0,2022-12-31
31.12.2022,184.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Yükümlülükler,,2022-12-31
31.12.2022,185.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Kısa Vadeli Yükümlülükler,,2022-12-31
31.12.2022,186.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Kısa Vadeli Yükümlülükler,,2022-12-31
31.12.2022,187.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,ARA TOPLAM,46205980.0,2022-12-31
31.12.2022,188.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Satış Amaçlı Sınıflandırılan Varlık Gruplarına İlişkin Yükümlülükler,,2022-12-31
31.12.2022,189.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ortaklara Dağıtılmak Üzere Elde Tutulan Varlık Gruplarına İlişkin Yükümlülükler,,2022-12-31
31.12.2022,190.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER,46205980.0,2022-12-31
31.12.2022,191.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,UZUN VADELİ YÜKÜMLÜLÜKLER,,2022-12-31
31.12.2022,192.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Borçlanmalar,24699772.0,2022-12-31
31.12.2022,193.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Uzun Vadeli Borçlanmalar,6407114.0,2022-12-31
31.12.2022,194.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-12-31
31.12.2022,195.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-12-31
31.12.2022,196.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,197.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmalar,6407114.0,2022-12-31
31.12.2022,198.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmalar,18292658.0,2022-12-31
31.12.2022,199.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,18175044.0,2022-12-31
31.12.2022,200.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,117614.0,2022-12-31
31.12.2022,201.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,202.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmalar,,2022-12-31
31.12.2022,203.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Finansal Yükümlülükler,,2022-12-31
31.12.2022,204.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,2022-12-31
31.12.2022,205.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finansal Teminat Sözleşmeleri,,2022-12-31
31.12.2022,206.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Muhtelif Finansal Yükümlülükler,,2022-12-31
31.12.2022,207.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ticari Borçlar,,2022-12-31
31.12.2022,208.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Ticari Borçlar,,2022-12-31
31.12.2022,209.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Ticari Borçlar,,2022-12-31
31.12.2022,210.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden Borçlar,,2022-12-31
31.12.2022,211.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,2022-12-31
31.12.2022,212.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,2022-12-31
31.12.2022,213.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,,2022-12-31
31.12.2022,214.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Borçlar,,2022-12-31
31.12.2022,215.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Borçlar,,2022-12-31
31.12.2022,216.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Borçlar,,2022-12-31
31.12.2022,217.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,2022-12-31
31.12.2022,218.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,219.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,220.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Sözleşme Yükümlülükleri,,2022-12-31
31.12.2022,221.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,2022-12-31
31.12.2022,222.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Türev Araçlar,0.0,2022-12-31
31.12.2022,223.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,224.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,225.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Devlet Teşvik ve Yardımları,,2022-12-31
31.12.2022,226.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),493991.0,2022-12-31
31.12.2022,227.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,2022-12-31
31.12.2022,228.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,2022-12-31
31.12.2022,229.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Karşılıklar,2677072.0,2022-12-31
31.12.2022,230.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalara İlişkin Uzun Vadeli Karşılıklar,1890236.0,2022-12-31
31.12.2022,231.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Genel Karşılıklar,,2022-12-31
31.12.2022,232.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Muhtemel Riskler İçin Ayrılan Serbest Karşılıklar,,2022-12-31
31.12.2022,233.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Sigortacılık Teknik Karşılıkları,,2022-12-31
31.12.2022,234.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Karşılıklar,786836.0,2022-12-31
31.12.2022,235.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Cari Dönem Vergisiyle İlgili Borçlar,,2022-12-31
31.12.2022,236.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Vergi Yükümlülüğü,567819.0,2022-12-31
31.12.2022,237.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Yükümlülükler,5439.0,2022-12-31
31.12.2022,238.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Uzun Vadeli Yükümlülükler,,2022-12-31
31.12.2022,239.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Uzun Vadeli Yükümlülükler,,2022-12-31
31.12.2022,240.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER,28444093.0,2022-12-31
31.12.2022,241.0,KAYNAKLAR,,TOPLAM YÜKÜMLÜLÜKLER,74650073.0,2022-12-31
31.12.2022,242.0,KAYNAKLAR,ÖZKAYNAKLAR,ÖZKAYNAKLAR,,2022-12-31
31.12.2022,243.0,KAYNAKLAR,ÖZKAYNAKLAR,Ana Ortaklığa Ait Özkaynaklar,21402174.0,2022-12-31
31.12.2022,244.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenmiş Sermaye,350910.0,2022-12-31
31.12.2022,245.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Düzeltme Farkları,27920.0,2022-12-31
31.12.2022,246.0,KAYNAKLAR,ÖZKAYNAKLAR,Birleşme Denkleştirme Hesabı,,2022-12-31
31.12.2022,247.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Sahiplerinin İlave Sermaye Katkıları,,2022-12-31
31.12.2022,248.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Avansı,,2022-12-31
31.12.2022,249.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınmış Paylar (-),,2022-12-31
31.12.2022,250.0,KAYNAKLAR,ÖZKAYNAKLAR,Karşılıklı İştirak Sermaye Düzeltmesi (-),,2022-12-31
31.12.2022,251.0,KAYNAKLAR,ÖZKAYNAKLAR,Paylara İlişkin Primler (İskontolar),8.0,2022-12-31
31.12.2022,252.0,KAYNAKLAR,ÖZKAYNAKLAR,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,2022-12-31
31.12.2022,253.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,,2022-12-31
31.12.2022,254.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Bazlı Ödemeler (-),,2022-12-31
31.12.2022,255.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-1000033.0,2022-12-31
31.12.2022,256.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,2022-12-31
31.12.2022,257.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),-1000033.0,2022-12-31
31.12.2022,258.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,259.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,260.0,KAYNAKLAR,ÖZKAYNAKLAR,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,261.0,KAYNAKLAR,ÖZKAYNAKLAR,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),-1000033.0,2022-12-31
31.12.2022,262.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,2022-12-31
31.12.2022,263.0,KAYNAKLAR,ÖZKAYNAKLAR,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),,2022-12-31
31.12.2022,264.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,265.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,2022-12-31
31.12.2022,266.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,,2022-12-31
31.12.2022,267.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2022-12-31
31.12.2022,268.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-3068724.0,2022-12-31
31.12.2022,269.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,1674943.0,2022-12-31
31.12.2022,270.0,KAYNAKLAR,ÖZKAYNAKLAR,Riskten Korunma Kazançları (Kayıpları),-4881384.0,2022-12-31
31.12.2022,271.0,KAYNAKLAR,ÖZKAYNAKLAR,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),-4881384.0,2022-12-31
31.12.2022,272.0,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,273.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,274.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),137717.0,2022-12-31
31.12.2022,275.0,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,2022-12-31
31.12.2022,276.0,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),137717.0,2022-12-31
31.12.2022,277.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,2022-12-31
31.12.2022,278.0,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,,2022-12-31
31.12.2022,279.0,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,2022-12-31
31.12.2022,280.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,2022-12-31
31.12.2022,281.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,2022-12-31
31.12.2022,282.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2022-12-31
31.12.2022,283.0,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,1420763.0,2022-12-31
31.12.2022,284.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,2022-12-31
31.12.2022,285.0,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,1420763.0,2022-12-31
31.12.2022,286.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,,2022-12-31
31.12.2022,287.0,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,,2022-12-31
31.12.2022,288.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,,2022-12-31
31.12.2022,289.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,,2022-12-31
31.12.2022,290.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,,2022-12-31
31.12.2022,291.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),,2022-12-31
31.12.2022,292.0,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,5057387.0,2022-12-31
31.12.2022,293.0,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,18613943.0,2022-12-31
31.12.2022,294.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,,2022-12-31
31.12.2022,295.0,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,21402174.0,2022-12-31
31.12.2022,296.0,KAYNAKLAR,,TOPLAM KAYNAKLAR,96052247.0,2022-12-31
31.12.2021,297.0,,,Finansal Durum Tablosu (Bilanço),,2021-12-31
31.12.2021,298.0,VARLIKLAR,,Varlıklar,,2021-12-31
31.12.2021,299.0,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,,2021-12-31
31.12.2021,300.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,14173931.0,2021-12-31
31.12.2021,301.0,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,,2021-12-31
31.12.2021,302.0,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,,2021-12-31
31.12.2021,303.0,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2021-12-31
31.12.2021,304.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,,2021-12-31
31.12.2021,305.0,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,,2021-12-31
31.12.2021,306.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2021-12-31
31.12.2021,307.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2021-12-31
31.12.2021,308.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2021-12-31
31.12.2021,309.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2021-12-31
31.12.2021,310.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2021-12-31
31.12.2021,311.0,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2021-12-31
31.12.2021,312.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2021-12-31
31.12.2021,313.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2021-12-31
31.12.2021,314.0,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2021-12-31
31.12.2021,315.0,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2021-12-31
31.12.2021,316.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,,2021-12-31
31.12.2021,317.0,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,,2021-12-31
31.12.2021,318.0,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,11406748.0,2021-12-31
