index,Cari Oran,Asit Test Oranı (Likidite Oranı),Karşılama Oranı
2022-12-31,2.2716036565867084,1.5876026428247918,0.406414085916702
2023-03-31,2.4817809657118373,1.6100684303988655,0.42012985002107417
2023-06-30,2.1773266101911206,1.5092128539745469,0.5187537443818924
