Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA 30,SMA 100,Buy_Signal_price,Sell_Signal_price,balance_try,balance_stock,calc_balance_try,balance_try_al_yat,balance_stock_al_yat,calc_balance_try_al_yat,company,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_Buy_Signal_price,MACD_Sell_Signal_price,positive
2023-06-19 09:30:00+03:00,73.05000305175781,74.19999694824219,72.6500015258789,74.05000305175781,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 10:30:00+03:00,74.0,74.0,72.94999694824219,73.30000305175781,3539104,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 11:30:00+03:00,73.25,74.0,73.05000305175781,73.8499984741211,2471705,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 12:30:00+03:00,73.80000305175781,73.94999694824219,73.4000015258789,73.44999694824219,1409508,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 13:30:00+03:00,73.44999694824219,73.75,73.0999984741211,73.0999984741211,1479865,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 14:30:00+03:00,73.1500015258789,73.44999694824219,72.80000305175781,72.9000015258789,1964690,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 15:30:00+03:00,72.9000015258789,73.30000305175781,72.55000305175781,73.05000305175781,2461139,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 16:30:00+03:00,73.05000305175781,73.25,72.55000305175781,72.5999984741211,2070037,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-19 17:30:00+03:00,72.55000305175781,72.69999694824219,71.80000305175781,71.9000015258789,2507028,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 09:30:00+03:00,71.80000305175781,72.44999694824219,71.4000015258789,72.0999984741211,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 10:30:00+03:00,72.0999984741211,72.4000015258789,71.69999694824219,72.1500015258789,2181664,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 11:30:00+03:00,72.1500015258789,72.75,71.94999694824219,72.75,2372249,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 12:30:00+03:00,72.75,74.1500015258789,72.6500015258789,73.69999694824219,5706304,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 13:30:00+03:00,73.75,74.0,73.3499984741211,73.75,2073872,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 14:30:00+03:00,73.75,73.8499984741211,73.0,73.4000015258789,1867813,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 15:30:00+03:00,73.4000015258789,73.5,72.69999694824219,72.80000305175781,2109384,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 16:30:00+03:00,72.75,73.3499984741211,72.3499984741211,72.6500015258789,3393193,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-20 17:30:00+03:00,72.69999694824219,72.94999694824219,72.1500015258789,72.6500015258789,2326610,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 09:30:00+03:00,73.30000305175781,73.75,73.05000305175781,73.19999694824219,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 10:30:00+03:00,73.1500015258789,74.30000305175781,73.1500015258789,73.5999984741211,5626911,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 11:30:00+03:00,73.6500015258789,73.69999694824219,73.19999694824219,73.3499984741211,1836930,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 12:30:00+03:00,73.30000305175781,73.3499984741211,72.8499984741211,73.1500015258789,1625809,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 13:30:00+03:00,73.1500015258789,73.19999694824219,72.69999694824219,73.0999984741211,1138003,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 14:30:00+03:00,73.0999984741211,73.4000015258789,72.9000015258789,73.05000305175781,1486129,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 15:30:00+03:00,73.0999984741211,73.0999984741211,72.75,72.94999694824219,1434449,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,,,,,,False
2023-06-21 16:30:00+03:00,72.9000015258789,72.94999694824219,71.9000015258789,72.1500015258789,2711193,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.07147890651893363,,,,,False
2023-06-21 17:30:00+03:00,72.0999984741211,72.4000015258789,71.8499984741211,72.3499984741211,1329393,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.11448184912919146,,,,,False
2023-06-22 09:30:00+03:00,72.3499984741211,72.8499984741211,72.0999984741211,72.0999984741211,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.16681199676821734,,,,,False
2023-06-22 10:30:00+03:00,72.0999984741211,72.3499984741211,71.5999984741211,72.1500015258789,2357661,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.20192156133927597,,,,,False
2023-06-22 11:30:00+03:00,72.19999694824219,72.3499984741211,71.9000015258789,72.1500015258789,1234328,0.0,0.0,72.9150001525879,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.22712795453496426,,,,,False
2023-06-22 12:30:00+03:00,72.1500015258789,72.5999984741211,72.05000305175781,72.44999694824219,1512773,0.0,0.0,72.86166661580404,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.22035694167028907,,,,,False
2023-06-22 13:30:00+03:00,72.4000015258789,74.0,72.0999984741211,72.9000015258789,6456364,0.0,0.0,72.84833323160807,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,TUPRAS,-0.1766430257777074,,,,,False
