Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA 30,SMA 100,Buy_Signal_price,Sell_Signal_price,balance_try,balance_stock,calc_balance_try,balance_try_al_yat,balance_stock_al_yat,calc_balance_try_al_yat,company,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_Buy_Signal_price,MACD_Sell_Signal_price,positive
2023-06-19 09:30:00+03:00,26.200000762939453,26.25,25.850000381469727,25.950000762939453,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 10:30:00+03:00,25.950000762939453,25.950000762939453,25.475000381469727,25.575000762939453,7251294,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 11:30:00+03:00,25.575000762939453,26.024999618530273,25.549999237060547,25.850000381469727,4221812,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 12:30:00+03:00,25.825000762939453,25.875,25.674999237060547,25.725000381469727,1127441,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 13:30:00+03:00,25.725000381469727,25.799999237060547,25.524999618530273,25.549999237060547,1341716,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 14:30:00+03:00,25.575000762939453,25.674999237060547,25.450000762939453,25.450000762939453,2328674,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 15:30:00+03:00,25.475000381469727,25.600000381469727,25.424999237060547,25.450000762939453,1979729,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 16:30:00+03:00,25.475000381469727,25.524999618530273,25.075000762939453,25.100000381469727,3226758,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-19 17:30:00+03:00,25.125,25.149999618530273,24.700000762939453,24.850000381469727,3454885,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 09:30:00+03:00,24.649999618530273,24.860000610351562,24.399999618530273,24.68000030517578,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 10:30:00+03:00,24.690000534057617,24.979999542236328,24.399999618530273,24.510000228881836,4808269,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 11:30:00+03:00,24.5,24.75,24.329999923706055,24.559999465942383,4294410,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 12:30:00+03:00,24.559999465942383,25.024999618530273,24.520000457763672,24.829999923706055,6567480,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 13:30:00+03:00,24.829999923706055,24.850000381469727,24.649999618530273,24.770000457763672,2778820,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 14:30:00+03:00,24.770000457763672,24.780000686645508,24.420000076293945,24.56999969482422,2787747,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 15:30:00+03:00,24.56999969482422,24.600000381469727,24.280000686645508,24.3700008392334,2771259,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 16:30:00+03:00,24.360000610351562,24.559999465942383,24.239999771118164,24.360000610351562,3802080,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-20 17:30:00+03:00,24.360000610351562,24.43000030517578,24.170000076293945,24.229999542236328,3098585,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 09:30:00+03:00,24.299999237060547,24.6200008392334,24.280000686645508,24.549999237060547,0,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 10:30:00+03:00,24.540000915527344,24.8700008392334,24.510000228881836,24.739999771118164,5425459,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 11:30:00+03:00,24.739999771118164,24.770000457763672,24.530000686645508,24.719999313354492,2913737,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 12:30:00+03:00,24.729999542236328,25.125,24.700000762939453,24.780000686645508,7839505,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 13:30:00+03:00,24.780000686645508,24.799999237060547,24.600000381469727,24.670000076293945,2313337,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
2023-06-21 14:30:00+03:00,24.670000076293945,24.799999237060547,24.649999618530273,24.770000457763672,3406259,0.0,0.0,,,,,100000.0,0.0,100000.0,100000,0.0,100000.0,ASELSAN,,,,,,False
