,0,1,2,3
0,Edinimi veya Yüklenimi Finansal Riskten Korunan Gerçekleşme Olasılığı Yüksek Tahmini İşlemin Konusunu Oluşturan Finansal Olmayan Varlığın (Yükümlülüğün) Defter Değerine Özkaynaklardan Çıkarılarak Eklenen Tutar,,,
