,0,1,2,3
0,"İştirak, İş ortaklığı ve Finansal Yatırımların Elden Çıkarılmasından veya Paylarındaki Değişim Sebebi ile Oluşan Kayıplar (Kazançlar) ile İlgili Düzeltmeler",,,
