,0,1,2,3,4
219,,Şerefiye,21,812.391,639.201
220,Şerefiye,,,,
221,,İmtiyaz Sözleşmelerinden Doğan Haklar,,,
222,İmtiyaz Sözleşmelerinden Doğan Haklar,,,,
223,,Diğer Haklar,,,
224,Diğer Haklar,,,,
225,,Patentler,,,
226,Patentler,,,,
227,,Markalar,,,
228,Markalar,,,,
229,,Lisanslar,,,
230,Lisanslar,,,,
231,,Bilgisayar Yazılımları,,,
232,Bilgisayar Yazılımları,,,,
233,,Aktifleştirilen Geliştirme Maliyetleri,,,
234,Aktifleştirilen Geliştirme Maliyetleri,,,,
235,,Diğer Maddi Olmayan Duran Varlıklar,20,20.930.581,15.136.536
236,Diğer Maddi Olmayan Duran Varlıklar,,,,
237,,Peşin Ödenmiş Giderler,14,2.332.642,641.065
238,Peşin Ödenmiş Giderler,,,,
239,,İlişkili Taraflara Peşin Ödenmiş Giderler,,,
240,İlişkili Taraflara Peşin Ödenmiş Giderler,,,,
241,,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,,
242,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,,,
243,,Ertelenmiş Vergi Varlığı,35,1.563.776,1.158.118
244,Ertelenmiş Vergi Varlığı,,,,
245,,Cari Dönem Vergisiyle İlgili Duran Varlıklar,,,
246,Cari Dönem Vergisiyle İlgili Duran Varlıklar,,,,
247,,Nakit Dışı Serbest Kullanılabilir Teminatlar,,,
248,Nakit Dışı Serbest Kullanılabilir Teminatlar,,,,
249,,Diğer Duran Varlıklar,27,2.654,18.405
250,Diğer Duran Varlıklar,,,,
251,,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,,,
252,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,,,,
253,,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,,,
254,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,,,,
255,,TOPLAM DURAN VARLIKLAR,,90.335.485,56.173.958
256,TOPLAM DURAN VARLIKLAR,,,,
257,,TOPLAM VARLIKLAR,,163.945.473,92.260.701
258,TOPLAM VARLIKLAR,,,,
259,,KAYNAKLAR,,,
260,KAYNAKLAR,,,,
261,,KISA VADELİ YÜKÜMLÜLÜKLER,,,
262,KISA VADELİ YÜKÜMLÜLÜKLER,,,,
263,,Kısa Vadeli Borçlanmalar,8,14.281.212,3.525.327
264,Kısa Vadeli Borçlanmalar,,,,
265,,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,,,
266,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,,,,
267,,Banka Kredileri,,,
268,Banka Kredileri,,,,
269,,Kiralama İşlemlerinden Borçlar,,,
270,Kiralama İşlemlerinden Borçlar,,,,
271,,İhraç Edilmiş Borçlanma Araçları,,,
272,İhraç Edilmiş Borçlanma Araçları,,,,
273,,Diğer Kısa Vadeli Borçlanmalar,,,
274,Diğer Kısa Vadeli Borçlanmalar,,,,
275,,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,,,
276,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,,,,
277,,Banka Kredileri,,,
278,Banka Kredileri,,,,
279,,Kiralama İşlemlerinden Borçlar,,,
280,Kiralama İşlemlerinden Borçlar,,,,
281,,İhraç Edilmiş Borçlanma Araçları,,,
282,İhraç Edilmiş Borçlanma Araçları,,,,
283,,Diğer Kısa Vadeli Borçlanmalar,,,
284,Diğer Kısa Vadeli Borçlanmalar,,,,
285,,Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,8,4.306.640,6.913.434
286,Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,,
287,,İlişkili Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,
288,İlişkili Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,,
289,,Banka Kredileri,,,
290,Banka Kredileri,,,,
291,,Kiralama İşlemlerinden Borçlar,,,
292,Kiralama İşlemlerinden Borçlar,,,,
293,,İhraç Edilmiş Borçlanma Araçları,,,
294,İhraç Edilmiş Borçlanma Araçları,,,,
295,,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,
296,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,,
297,,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,
298,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,,
299,,Banka Kredileri,,,
300,Banka Kredileri,,,,
301,,Kiralama İşlemlerinden Borçlar,,,
302,Kiralama İşlemlerinden Borçlar,,,,
303,,İhraç Edilmiş Borçlanma Araçları,,,
304,İhraç Edilmiş Borçlanma Araçları,,,,
305,,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,
306,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,,,
307,,Diğer Finansal Yükümlülükler,,,
308,Diğer Finansal Yükümlülükler,,,,
309,,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,,
310,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,,,
311,,Finansal Teminat Sözleşmeleri,,,
312,Finansal Teminat Sözleşmeleri,,,,
313,,Diğer Muhtelif Finansal Yükümlülükler,,,
314,Diğer Muhtelif Finansal Yükümlülükler,,,,
315,,Ticari Borçlar,"10, 37",11.331.067,5.037.395
316,Ticari Borçlar,,,,
317,,İlişkili Taraflara Ticari Borçlar,37,216.363,163.228
318,İlişkili Taraflara Ticari Borçlar,,,,
319,,İlişkili Olmayan Taraflara Ticari Borçlar,10,11.114.704,4.874.167
320,İlişkili Olmayan Taraflara Ticari Borçlar,,,,
321,,Finans Sektörü Faaliyetlerinden Borçlar,,,
322,Finans Sektörü Faaliyetlerinden Borçlar,,,,
323,,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,,
324,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,,,
325,,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,,
326,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,,,
327,,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,25,553.155,255.526
328,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,,,,
329,,Diğer Borçlar,"11, 37",653.978,347.021
330,Diğer Borçlar,,,,
331,,İlişkili Taraflara Diğer Borçlar,37,48.596,5.008
332,İlişkili Taraflara Diğer Borçlar,,,,
333,,İlişkili Olmayan Taraflara Diğer Borçlar,11,605.382,342.013
334,İlişkili Olmayan Taraflara Diğer Borçlar,,,,
335,,Müşteri Sözleşmelerinden Doğan Yükümlülükler,15,222.857,110.857
336,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,,,
337,,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,,
338,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,,,
339,,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,,
340,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,,,
341,,Diğer Sözleşme Yükümlülükleri,,,
342,Diğer Sözleşme Yükümlülükleri,,,,
343,,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,,
344,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,,,
345,,Türev Araçlar,12,291.587,29.473
346,Türev Araçlar,,,,
347,,Alım Satım Amaçlı Türev Araçlar,,,
348,Alım Satım Amaçlı Türev Araçlar,,,,
349,,Riskten Korunma Amaçlı Türev Araçlar,,,
350,Riskten Korunma Amaçlı Türev Araçlar,,,,
351,,Devlet Teşvik ve Yardımları,,,
352,Devlet Teşvik ve Yardımları,,,,
353,,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),14,1.335.339,405.904
354,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
355,,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,
356,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
357,,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,
358,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
359,,Dönem Karı Vergi Yükümlülüğü,35,82.697,868.425
360,Dönem Karı Vergi Yükümlülüğü,,,,
361,,Kısa Vadeli Karşılıklar,"23, 25",1.138.326,906.826
362,Kısa Vadeli Karşılıklar,,,,
363,,Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli Karşılıklar,,,
364,Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli Karşılıklar,,,,
365,,Sigortacılık Teknik Karşılıkları,,,
366,Sigortacılık Teknik Karşılıkları,,,,
367,,Diğer Kısa Vadeli Karşılıklar,,,
368,Diğer Kısa Vadeli Karşılıklar,,,,
369,,Diğer Kısa Vadeli Yükümlülükler,27,1.326.997,797.447
370,Diğer Kısa Vadeli Yükümlülükler,,,,
371,,İlişkili Taraflara Diğer Kısa Vadeli Yükümlülükler,,,
372,İlişkili Taraflara Diğer Kısa Vadeli Yükümlülükler,,,,
373,,İlişkili Olmayan Taraflara Diğer Kısa Vadeli Yükümlülükler,,,
374,İlişkili Olmayan Taraflara Diğer Kısa Vadeli Yükümlülükler,,,,
375,,ARA TOPLAM,,35.523.855,19.197.635
376,ARA TOPLAM,,,,
377,,Satış Amaçlı Sınıflandırılan Varlık Gruplarına İlişkin Yükümlülükler,,,
378,Satış Amaçlı Sınıflandırılan Varlık Gruplarına İlişkin Yükümlülükler,,,,
379,,Ortaklara Dağıtılmak Üzere Elde Tutulan Varlık Gruplarına İlişkin Yükümlülükler,,,
380,Ortaklara Dağıtılmak Üzere Elde Tutulan Varlık Gruplarına İlişkin Yükümlülükler,,,,
381,,TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER,,35.523.855,19.197.635
382,TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER,,,,
383,,UZUN VADELİ YÜKÜMLÜLÜKLER,,,
384,UZUN VADELİ YÜKÜMLÜLÜKLER,,,,
385,,Uzun Vadeli Borçlanmalar,8,28.324.384,17.231.076
386,Uzun Vadeli Borçlanmalar,,,,
387,,İlişkili Taraflardan Uzun Vadeli Borçlanmalar,,,
388,İlişkili Taraflardan Uzun Vadeli Borçlanmalar,,,,
389,,Banka Kredileri,,,
390,Banka Kredileri,,,,
391,,Kiralama İşlemlerinden Borçlar,,,
392,Kiralama İşlemlerinden Borçlar,,,,
393,,İhraç Edilmiş Borçlanma Araçları,,,
394,İhraç Edilmiş Borçlanma Araçları,,,,
395,,Diğer Uzun Vadeli Borçlanmalar,,,
396,Diğer Uzun Vadeli Borçlanmalar,,,,
397,,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmalar,,,
398,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmalar,,,,
399,,Banka Kredileri,,,
400,Banka Kredileri,,,,
401,,Kiralama İşlemlerinden Borçlar,,,
402,Kiralama İşlemlerinden Borçlar,,,,
403,,İhraç Edilmiş Borçlanma Araçları,,,
404,İhraç Edilmiş Borçlanma Araçları,,,,
405,,Diğer Uzun Vadeli Borçlanmalar,,,
406,Diğer Uzun Vadeli Borçlanmalar,,,,
407,,Diğer Finansal Yükümlülükler,,,
408,Diğer Finansal Yükümlülükler,,,,
409,,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,,
410,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,,,
411,,Finansal Teminat Sözleşmeleri,,,
412,Finansal Teminat Sözleşmeleri,,,,
413,,Diğer Muhtelif Finansal Yükümlülükler,,,
414,Diğer Muhtelif Finansal Yükümlülükler,,,,
415,,Ticari Borçlar,,,
416,Ticari Borçlar,,,,
417,,İlişkili Taraflara Ticari Borçlar,,,
418,İlişkili Taraflara Ticari Borçlar,,,,
419,,İlişkili Olmayan Taraflara Ticari Borçlar,,,
420,İlişkili Olmayan Taraflara Ticari Borçlar,,,,
421,,Finans Sektörü Faaliyetlerinden Borçlar,,,
422,Finans Sektörü Faaliyetlerinden Borçlar,,,,
423,,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,,
424,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,,,
425,,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,,
426,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,,,
427,,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,,,
428,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,,,,
429,,Diğer Borçlar,11,5.114,3.002
430,Diğer Borçlar,,,,
431,,İlişkili Taraflara Diğer Borçlar,,,
432,İlişkili Taraflara Diğer Borçlar,,,,
433,,İlişkili Olmayan Taraflara Diğer Borçlar,,,
434,İlişkili Olmayan Taraflara Diğer Borçlar,,,,
435,,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,,
436,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,,,
