,0,1,2,3,4
437,,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,,
438,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,,,
439,,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,,
440,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,,,
441,,Diğer Sözleşme Yükümlülükleri,,,
442,Diğer Sözleşme Yükümlülükleri,,,,
443,,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,,
444,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,,,
445,,Türev Araçlar,12,9.495,42.280
446,Türev Araçlar,,,,
447,,Alım Satım Amaçlı Türev Araçlar,,,
448,Alım Satım Amaçlı Türev Araçlar,,,,
449,,Riskten Korunma Amaçlı Türev Araçlar,,,
450,Riskten Korunma Amaçlı Türev Araçlar,,,,
451,,Devlet Teşvik ve Yardımları,,,
452,Devlet Teşvik ve Yardımları,,,,
453,,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),14,266.427,226.706
454,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
455,,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,
456,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
457,,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,
458,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),,,,
459,,Uzun Vadeli Karşılıklar,25,3.710.712,2.000.551
460,Uzun Vadeli Karşılıklar,,,,
461,,Çalışanlara Sağlanan Faydalara İlişkin Uzun Vadeli Karşılıklar,,,
462,Çalışanlara Sağlanan Faydalara İlişkin Uzun Vadeli Karşılıklar,,,,
463,,Genel Karşılıklar,,,
464,Genel Karşılıklar,,,,
465,,Muhtemel Riskler İçin Ayrılan Serbest Karşılıklar,,,
466,Muhtemel Riskler İçin Ayrılan Serbest Karşılıklar,,,,
467,,Sigortacılık Teknik Karşılıkları,,,
468,Sigortacılık Teknik Karşılıkları,,,,
469,,Diğer Uzun Vadeli Karşılıklar,,,
470,Diğer Uzun Vadeli Karşılıklar,,,,
471,,Cari Dönem Vergisiyle İlgili Borçlar,,,
472,Cari Dönem Vergisiyle İlgili Borçlar,,,,
473,,Ertelenmiş Vergi Yükümlülüğü,35,833.524,618.045
474,Ertelenmiş Vergi Yükümlülüğü,,,,
475,,Diğer Uzun Vadeli Yükümlülükler,27,144.195,12.181
476,Diğer Uzun Vadeli Yükümlülükler,,,,
477,,İlişkili Taraflara Diğer Uzun Vadeli Yükümlülükler,,,
478,İlişkili Taraflara Diğer Uzun Vadeli Yükümlülükler,,,,
479,,İlişkili Olmayan Taraflara Diğer Uzun Vadeli Yükümlülükler,,,
480,İlişkili Olmayan Taraflara Diğer Uzun Vadeli Yükümlülükler,,,,
481,,TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER,,33.293.851,20.133.841
482,TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER,,,,
483,,TOPLAM YÜKÜMLÜLÜKLER,,68.817.706,39.331.476
484,TOPLAM YÜKÜMLÜLÜKLER,,,,
485,,ÖZKAYNAKLAR,,,
486,ÖZKAYNAKLAR,,,,
487,,Ana Ortaklığa Ait Özkaynaklar,28,76.527.911,39.801.098
488,Ana Ortaklığa Ait Özkaynaklar,,,,
489,,Ödenmiş Sermaye,,3.063.214,3.063.214
490,Ödenmiş Sermaye,,,,
491,,Sermaye Düzeltme Farkları,,320.075,320.075
492,Sermaye Düzeltme Farkları,,,,
493,,Birleşme Denkleştirme Hesabı,,,
494,Birleşme Denkleştirme Hesabı,,,,
495,,Pay Sahiplerinin İlave Sermaye Katkıları,,,
496,Pay Sahiplerinin İlave Sermaye Katkıları,,,,
497,,Sermaye Avansı,,,
498,Sermaye Avansı,,,,
499,,Geri Alınmış Paylar (-),,-51.749,-39.213
500,Geri Alınmış Paylar (-),,,,
501,,Karşılıklı İştirak Sermaye Düzeltmesi (-),,,
502,Karşılıklı İştirak Sermaye Düzeltmesi (-),,,,
503,,Paylara İlişkin Primler (İskontolar),,167.048,167.048
504,Paylara İlişkin Primler (İskontolar),,,,
505,,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,
506,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,
507,,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,,,
508,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,,,,
509,,Pay Bazlı Ödemeler (-),,,
510,Pay Bazlı Ödemeler (-),,,,
511,,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),,15.739.761,6.139.201
512,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),,,,
513,,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,,
514,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,,,
515,,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,15.739.761,6.139.201
516,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,,,
517,,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,15.797.595,6.240.309
518,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,,
519,,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,
520,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,,
521,,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,,
522,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,,,
523,,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),,-57.834,-101.108
524,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),,,,
525,,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,,
526,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,,,
527,,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),,,
528,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),,,,
529,,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,,
530,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,,,
531,,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,,
532,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,,,
533,,Yabancı Para Çevrim Farkları,,,
534,Yabancı Para Çevrim Farkları,,,,
535,,Diğer Kazançlar (Kayıplar),,,
536,Diğer Kazançlar (Kayıplar),,,,
537,,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),,17.502.288,9.213.439
538,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),,,,
539,,Yabancı Para Çevrim Farkları,,17.202.279,9.402.111
540,Yabancı Para Çevrim Farkları,,,,
541,,Riskten Korunma Kazançları (Kayıpları),,300.009,-188.672
542,Riskten Korunma Kazançları (Kayıpları),,,,
543,,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,
544,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,,
545,,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,,
546,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,,,
547,,Diğer Riskten Korunma Kazançları (Kayıpları),,,
548,Diğer Riskten Korunma Kazançları (Kayıpları),,,,
549,,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,,
550,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,,,
551,,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,
552,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,,
553,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),,,
554,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),,,,
555,,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,,
556,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,,,
557,,Opsiyonların Zaman Değerindeki Değişiklikler,,,
558,Opsiyonların Zaman Değerindeki Değişiklikler,,,,
559,,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,,
560,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,,,
561,,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,,
562,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,,,
563,,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,,
564,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,,,
565,,Diğer Kazançlar (Kayıplar),,,
566,Diğer Kazançlar (Kayıplar),,,,
567,,Kardan Ayrılan Kısıtlanmış Yedekler,,1.135.832,1.517.852
568,Kardan Ayrılan Kısıtlanmış Yedekler,,,,
569,,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,,
570,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,,,
571,,Yasal Yedekler,,,
572,Yasal Yedekler,,,,
573,,Geri Alınan Paylara İlişkin Yedekler,,,
574,Geri Alınan Paylara İlişkin Yedekler,,,,
575,,Girişim Sermayesi Fonu,,,
576,Girişim Sermayesi Fonu,,,,
577,,Diğer Kısıtlanmış Yedekler,,,
578,Diğer Kısıtlanmış Yedekler,,,,
579,,Diğer Özkaynak Payları,,,
580,Diğer Özkaynak Payları,,,,
581,,Diğer Yedekler,,,
582,Diğer Yedekler,,,,
583,,Ödenen Kar Payı Avansları (Net) (-),,,
584,Ödenen Kar Payı Avansları (Net) (-),,,,
585,,Geçmiş Yıllar Karları veya Zararları,,19.306.383,10.379.285
586,Geçmiş Yıllar Karları veya Zararları,,,,
587,,Net Dönem Karı veya Zararı,,19.345.059,9.040.197
588,Net Dönem Karı veya Zararı,,,,
589,,Kontrol Gücü Olmayan Paylar,"4, 28",18.599.856,13.128.127
590,Kontrol Gücü Olmayan Paylar,,,,
591,,TOPLAM ÖZKAYNAKLAR,,95.127.767,52.929.225
592,TOPLAM ÖZKAYNAKLAR,,,,
593,,TOPLAM KAYNAKLAR,,163.945.473,92.260.701
594,TOPLAM KAYNAKLAR,,,,
