TARİH,Cari Oran,Likitide Oranı,Karşılama Oranı
2021-12-31,1.3673247243969178,1.065488210934167,2.972403531185845
2022-12-31,1.717817636175631,1.3074299210551241,2.7226197239505097
2023-03-31,2.176051355387792,1.796198419604978,3.725384454712809
2023-06-30,2.20522474719376,1.8264681721800076,3.226542849360408
