TARİH,Ticari Alacaklar,Ticari Borçlar,Dönen Varlıklar,Kısa Vadeli Yükümlülükler,Stoklar
2021-12-31,13796682.0,43837455.0,66515384.0,64828702.0,23757526.0
2022-12-31,21417520.0,52698764.0,119710705.0,78895410.0,36046008.0
