TARİH,Ticari Alacaklar,Ticari Borçlar,Dönen Varlıklar,Kısa Vadeli Yükümlülükler,Stoklar
2021-12-31,11406748.0,11378668.0,32813852.0,20782144.0,5269306.0
2022-09-30,21852907.0,25769611.0,47980331.0,41489116.0,15286257.0
2022-12-31,25850944.0,30146246.0,55124518.0,46205980.0,13854008.0
2023-03-31,25226730.0,38666513.0,68379517.0,60001068.0,17456947.0
2023-06-30,30056044.0,41568744.0,82691691.0,70335209.0,20250979.0
